sample	samples	DFNA5	_sample_type	_study	_primary_site
TCGA-AO-A1KO-01	TCGA-AO-A1KO-01	9.088	Primary Tumor	TCGA	Breast
TCGA-A7-A26E-01	TCGA-A7-A26E-01	9.087	Primary Tumor	TCGA	Breast
TCGA-E2-A1AZ-01	TCGA-E2-A1AZ-01	9.086	Primary Tumor	TCGA	Breast
TCGA-E9-A1RC-11	TCGA-E9-A1RC-11	9.085	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A18Q-11	TCGA-BH-A18Q-11	9.084	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A0HP-01	TCGA-BH-A0HP-01	9.073	Primary Tumor	TCGA	Breast
TCGA-E2-A10F-01	TCGA-E2-A10F-01	9.073	Primary Tumor	TCGA	Breast
TCGA-AR-A2LJ-01	TCGA-AR-A2LJ-01	9.071	Primary Tumor	TCGA	Breast
GTEX-ZLV1-1426-SM-4WWES	GTEX-ZLV1-1426-SM-4WWES	9.07	Normal Tissue	GTEX	Breast
TCGA-A7-A13E-01	TCGA-A7-A13E-01	9.069	Primary Tumor	TCGA	Breast
GTEX-139T8-0826-SM-5L3DE	GTEX-139T8-0826-SM-5L3DE	9.067	Normal Tissue	GTEX	Breast
TCGA-BH-A1FH-01	TCGA-BH-A1FH-01	9.064	Primary Tumor	TCGA	Breast
TCGA-D8-A1JG-01	TCGA-D8-A1JG-01	9.061	Primary Tumor	TCGA	Breast
TCGA-A8-A07C-01	TCGA-A8-A07C-01	9.06	Primary Tumor	TCGA	Breast
TCGA-A2-A3KC-01	TCGA-A2-A3KC-01	9.058	Primary Tumor	TCGA	Breast
TCGA-D8-A1Y0-01	TCGA-D8-A1Y0-01	9.058	Primary Tumor	TCGA	Breast
TCGA-D8-A1XW-01	TCGA-D8-A1XW-01	9.054	Primary Tumor	TCGA	Breast
TCGA-E2-A1IH-01	TCGA-E2-A1IH-01	9.053	Primary Tumor	TCGA	Breast
GTEX-13FTY-2226-SM-5J1ND	GTEX-13FTY-2226-SM-5J1ND	9.049	Normal Tissue	GTEX	Breast
TCGA-BH-A18N-11	TCGA-BH-A18N-11	9.048	Solid Tissue Normal	TCGA	Breast
TCGA-A2-A0YL-01	TCGA-A2-A0YL-01	9.044	Primary Tumor	TCGA	Breast
TCGA-A2-A0CK-01	TCGA-A2-A0CK-01	9.043	Primary Tumor	TCGA	Breast
GTEX-ZF3C-2326-SM-5S2MZ	GTEX-ZF3C-2326-SM-5S2MZ	9.042	Normal Tissue	GTEX	Breast
GTEX-S341-1526-SM-4AD6K	GTEX-S341-1526-SM-4AD6K	9.038	Normal Tissue	GTEX	Breast
TCGA-EW-A1J2-01	TCGA-EW-A1J2-01	9.032	Primary Tumor	TCGA	Breast
GTEX-Q2AG-0326-SM-48U1O	GTEX-Q2AG-0326-SM-48U1O	9.03	Normal Tissue	GTEX	Breast
TCGA-D8-A147-01	TCGA-D8-A147-01	9.03	Primary Tumor	TCGA	Breast
TCGA-A2-A25F-01	TCGA-A2-A25F-01	9.029	Primary Tumor	TCGA	Breast
TCGA-BH-A5IZ-01	TCGA-BH-A5IZ-01	9.027	Primary Tumor	TCGA	Breast
TCGA-AO-A03U-01	TCGA-AO-A03U-01	9.024	Primary Tumor	TCGA	Breast
GTEX-YEC3-1026-SM-5IFI5	GTEX-YEC3-1026-SM-5IFI5	9.023	Normal Tissue	GTEX	Breast
TCGA-BH-A0DV-11	TCGA-BH-A0DV-11	9.017	Solid Tissue Normal	TCGA	Breast
TCGA-OL-A6VO-01	TCGA-OL-A6VO-01	9.014	Primary Tumor	TCGA	Breast
TCGA-BH-A1EU-11	TCGA-BH-A1EU-11	9.013	Solid Tissue Normal	TCGA	Breast
GTEX-ZC5H-2626-SM-5J2MG	GTEX-ZC5H-2626-SM-5J2MG	9.011	Normal Tissue	GTEX	Breast
GTEX-11EM3-1326-SM-5N9C6	GTEX-11EM3-1326-SM-5N9C6	9.005	Normal Tissue	GTEX	Breast
TCGA-AN-A0FN-01	TCGA-AN-A0FN-01	9.005	Primary Tumor	TCGA	Breast
TCGA-D8-A1X8-01	TCGA-D8-A1X8-01	9.004	Primary Tumor	TCGA	Breast
TCGA-BH-A18R-11	TCGA-BH-A18R-11	9.003	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A0AY-11	TCGA-BH-A0AY-11	9	Solid Tissue Normal	TCGA	Breast
TCGA-E2-A1LS-01	TCGA-E2-A1LS-01	9	Primary Tumor	TCGA	Breast
TCGA-A8-A096-01	TCGA-A8-A096-01	8.998	Primary Tumor	TCGA	Breast
TCGA-A2-A1G6-01	TCGA-A2-A1G6-01	8.993	Primary Tumor	TCGA	Breast
TCGA-BH-A0BZ-11	TCGA-BH-A0BZ-11	8.984	Solid Tissue Normal	TCGA	Breast
TCGA-E2-A152-01	TCGA-E2-A152-01	8.983	Primary Tumor	TCGA	Breast
GTEX-WY7C-2726-SM-3NB3P	GTEX-WY7C-2726-SM-3NB3P	8.982	Normal Tissue	GTEX	Breast
GTEX-Y3IK-2326-SM-4WWDT	GTEX-Y3IK-2326-SM-4WWDT	8.982	Normal Tissue	GTEX	Breast
TCGA-AC-A2FF-01	TCGA-AC-A2FF-01	8.977	Primary Tumor	TCGA	Breast
TCGA-E9-A1N8-01	TCGA-E9-A1N8-01	8.977	Primary Tumor	TCGA	Breast
GTEX-QDT8-0626-SM-48TYW	GTEX-QDT8-0626-SM-48TYW	8.971	Normal Tissue	GTEX	Breast
TCGA-BH-A0BL-01	TCGA-BH-A0BL-01	8.968	Primary Tumor	TCGA	Breast
TCGA-AC-A23G-01	TCGA-AC-A23G-01	8.967	Primary Tumor	TCGA	Breast
TCGA-A7-A6VY-01	TCGA-A7-A6VY-01	8.965	Primary Tumor	TCGA	Breast
GTEX-13N1W-0626-SM-5MR4U	GTEX-13N1W-0626-SM-5MR4U	8.964	Normal Tissue	GTEX	Breast
GTEX-ZVT2-1826-SM-5NQ8W	GTEX-ZVT2-1826-SM-5NQ8W	8.964	Normal Tissue	GTEX	Breast
TCGA-BH-A203-11	TCGA-BH-A203-11	8.961	Solid Tissue Normal	TCGA	Breast
TCGA-E9-A245-01	TCGA-E9-A245-01	8.96	Primary Tumor	TCGA	Breast
TCGA-A2-A0SV-01	TCGA-A2-A0SV-01	8.959	Primary Tumor	TCGA	Breast
GTEX-U3ZH-1426-SM-4DXSR	GTEX-U3ZH-1426-SM-4DXSR	8.958	Normal Tissue	GTEX	Breast
GTEX-XYKS-1326-SM-4BRUN	GTEX-XYKS-1326-SM-4BRUN	8.958	Normal Tissue	GTEX	Breast
GTEX-13O3P-0826-SM-5L3DH	GTEX-13O3P-0826-SM-5L3DH	8.956	Normal Tissue	GTEX	Breast
TCGA-E2-A1LH-11	TCGA-E2-A1LH-11	8.955	Solid Tissue Normal	TCGA	Breast
TCGA-D8-A1JJ-01	TCGA-D8-A1JJ-01	8.951	Primary Tumor	TCGA	Breast
TCGA-A7-A0CE-11	TCGA-A7-A0CE-11	8.944	Solid Tissue Normal	TCGA	Breast
TCGA-AC-A3YJ-01	TCGA-AC-A3YJ-01	8.942	Primary Tumor	TCGA	Breast
TCGA-BH-A0DI-01	TCGA-BH-A0DI-01	8.941	Primary Tumor	TCGA	Breast
TCGA-E2-A15M-11	TCGA-E2-A15M-11	8.939	Solid Tissue Normal	TCGA	Breast
TCGA-GI-A2C9-11	TCGA-GI-A2C9-11	8.935	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A1FG-11	TCGA-BH-A1FG-11	8.934	Solid Tissue Normal	TCGA	Breast
TCGA-AN-A0FX-01	TCGA-AN-A0FX-01	8.934	Primary Tumor	TCGA	Breast
TCGA-GI-A2C9-01	TCGA-GI-A2C9-01	8.934	Primary Tumor	TCGA	Breast
GTEX-14AS3-1626-SM-5S2OY	GTEX-14AS3-1626-SM-5S2OY	8.932	Normal Tissue	GTEX	Breast
TCGA-A1-A0SO-01	TCGA-A1-A0SO-01	8.924	Primary Tumor	TCGA	Breast
TCGA-XX-A89A-01	TCGA-XX-A89A-01	8.92	Primary Tumor	TCGA	Breast
TCGA-BH-A0DL-11	TCGA-BH-A0DL-11	8.917	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A18I-01	TCGA-BH-A18I-01	8.916	Primary Tumor	TCGA	Breast
TCGA-E9-A1R3-01	TCGA-E9-A1R3-01	8.916	Primary Tumor	TCGA	Breast
TCGA-AR-A254-01	TCGA-AR-A254-01	8.913	Primary Tumor	TCGA	Breast
GTEX-ZY6K-1626-SM-5GZWV	GTEX-ZY6K-1626-SM-5GZWV	8.911	Normal Tissue	GTEX	Breast
TCGA-E9-A24A-01	TCGA-E9-A24A-01	8.911	Primary Tumor	TCGA	Breast
TCGA-AC-A3QP-01	TCGA-AC-A3QP-01	8.909	Primary Tumor	TCGA	Breast
TCGA-AC-A23E-01	TCGA-AC-A23E-01	8.908	Primary Tumor	TCGA	Breast
GTEX-11DXW-0626-SM-5N9ER	GTEX-11DXW-0626-SM-5N9ER	8.907	Normal Tissue	GTEX	Breast
GTEX-UPK5-2326-SM-3P5Z8	GTEX-UPK5-2326-SM-3P5Z8	8.903	Normal Tissue	GTEX	Breast
TCGA-BH-A0DH-11	TCGA-BH-A0DH-11	8.903	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A0DK-11	TCGA-BH-A0DK-11	8.902	Solid Tissue Normal	TCGA	Breast
TCGA-A7-A26J-01	TCGA-A7-A26J-01	8.901	Primary Tumor	TCGA	Breast
TCGA-BH-A0DP-11	TCGA-BH-A0DP-11	8.899	Solid Tissue Normal	TCGA	Breast
TCGA-AR-A250-01	TCGA-AR-A250-01	8.899	Primary Tumor	TCGA	Breast
TCGA-AC-A62Y-01	TCGA-AC-A62Y-01	8.898	Primary Tumor	TCGA	Breast
GTEX-12WSN-1326-SM-5GCNT	GTEX-12WSN-1326-SM-5GCNT	8.897	Normal Tissue	GTEX	Breast
GTEX-11DXZ-1926-SM-5GZZL	GTEX-11DXZ-1926-SM-5GZZL	8.895	Normal Tissue	GTEX	Breast
GTEX-13O61-1826-SM-5KM4I	GTEX-13O61-1826-SM-5KM4I	8.895	Normal Tissue	GTEX	Breast
TCGA-A8-A097-01	TCGA-A8-A097-01	8.895	Primary Tumor	TCGA	Breast
TCGA-A8-A0A1-01	TCGA-A8-A0A1-01	8.895	Primary Tumor	TCGA	Breast
GTEX-ZWKS-2826-SM-5NQ74	GTEX-ZWKS-2826-SM-5NQ74	8.894	Normal Tissue	GTEX	Breast
GTEX-1313W-0826-SM-5EQ4T	GTEX-1313W-0826-SM-5EQ4T	8.893	Normal Tissue	GTEX	Breast
TCGA-Z7-A8R5-01	TCGA-Z7-A8R5-01	8.893	Primary Tumor	TCGA	Breast
TCGA-A2-A0SX-01	TCGA-A2-A0SX-01	8.891	Primary Tumor	TCGA	Breast
GTEX-11GS4-2126-SM-5A5KR	GTEX-11GS4-2126-SM-5A5KR	8.885	Normal Tissue	GTEX	Breast
TCGA-5L-AAT1-01	TCGA-5L-AAT1-01	8.885	Primary Tumor	TCGA	Breast
TCGA-A2-A0T7-01	TCGA-A2-A0T7-01	8.885	Primary Tumor	TCGA	Breast
TCGA-BH-A1EO-01	TCGA-BH-A1EO-01	8.883	Primary Tumor	TCGA	Breast
TCGA-E9-A22E-01	TCGA-E9-A22E-01	8.88	Primary Tumor	TCGA	Breast
TCGA-BH-A0BA-11	TCGA-BH-A0BA-11	8.879	Solid Tissue Normal	TCGA	Breast
TCGA-AO-A1KT-01	TCGA-AO-A1KT-01	8.878	Primary Tumor	TCGA	Breast
GTEX-139TU-0626-SM-5KM3X	GTEX-139TU-0626-SM-5KM3X	8.877	Normal Tissue	GTEX	Breast
GTEX-YB5K-1626-SM-5IFIN	GTEX-YB5K-1626-SM-5IFIN	8.876	Normal Tissue	GTEX	Breast
TCGA-A8-A0AD-01	TCGA-A8-A0AD-01	8.871	Primary Tumor	TCGA	Breast
TCGA-A8-A0A6-01	TCGA-A8-A0A6-01	8.87	Primary Tumor	TCGA	Breast
TCGA-D8-A1JK-01	TCGA-D8-A1JK-01	8.87	Primary Tumor	TCGA	Breast
TCGA-BH-A0DG-01	TCGA-BH-A0DG-01	8.866	Primary Tumor	TCGA	Breast
GTEX-WXYG-2226-SM-4E3IM	GTEX-WXYG-2226-SM-4E3IM	8.863	Normal Tissue	GTEX	Breast
TCGA-A8-A076-01	TCGA-A8-A076-01	8.859	Primary Tumor	TCGA	Breast
TCGA-AC-A2QI-01	TCGA-AC-A2QI-01	8.854	Primary Tumor	TCGA	Breast
TCGA-HN-A2OB-01	TCGA-HN-A2OB-01	8.852	Primary Tumor	TCGA	Breast
TCGA-BH-A0DD-11	TCGA-BH-A0DD-11	8.849	Solid Tissue Normal	TCGA	Breast
TCGA-HN-A2NL-01	TCGA-HN-A2NL-01	8.849	Primary Tumor	TCGA	Breast
TCGA-BH-A0DQ-11	TCGA-BH-A0DQ-11	8.846	Solid Tissue Normal	TCGA	Breast
GTEX-S32W-2026-SM-4AD6E	GTEX-S32W-2026-SM-4AD6E	8.844	Normal Tissue	GTEX	Breast
TCGA-C8-A12W-01	TCGA-C8-A12W-01	8.843	Primary Tumor	TCGA	Breast
TCGA-BH-A0E1-11	TCGA-BH-A0E1-11	8.842	Solid Tissue Normal	TCGA	Breast
TCGA-E2-A15I-11	TCGA-E2-A15I-11	8.842	Solid Tissue Normal	TCGA	Breast
TCGA-AC-A2FB-01	TCGA-AC-A2FB-01	8.838	Primary Tumor	TCGA	Breast
TCGA-BH-A0BQ-11	TCGA-BH-A0BQ-11	8.837	Solid Tissue Normal	TCGA	Breast
GTEX-Y114-2026-SM-4TT7L	GTEX-Y114-2026-SM-4TT7L	8.836	Normal Tissue	GTEX	Breast
TCGA-A2-A0ES-01	TCGA-A2-A0ES-01	8.836	Primary Tumor	TCGA	Breast
TCGA-AC-A3QQ-01	TCGA-AC-A3QQ-01	8.836	Primary Tumor	TCGA	Breast
TCGA-BH-A1EX-01	TCGA-BH-A1EX-01	8.835	Primary Tumor	TCGA	Breast
TCGA-A2-A0T5-01	TCGA-A2-A0T5-01	8.834	Primary Tumor	TCGA	Breast
TCGA-BH-A0BT-11	TCGA-BH-A0BT-11	8.83	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A1FU-11	TCGA-BH-A1FU-11	8.83	Solid Tissue Normal	TCGA	Breast
TCGA-EW-A1P1-01	TCGA-EW-A1P1-01	8.829	Primary Tumor	TCGA	Breast
TCGA-AR-A2LR-01	TCGA-AR-A2LR-01	8.828	Primary Tumor	TCGA	Breast
GTEX-13FTX-1126-SM-5N9EN	GTEX-13FTX-1126-SM-5N9EN	8.827	Normal Tissue	GTEX	Breast
TCGA-E2-A1L7-11	TCGA-E2-A1L7-11	8.827	Solid Tissue Normal	TCGA	Breast
TCGA-C8-A275-01	TCGA-C8-A275-01	8.826	Primary Tumor	TCGA	Breast
TCGA-A7-A13F-11	TCGA-A7-A13F-11	8.825	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A0DV-01	TCGA-BH-A0DV-01	8.824	Primary Tumor	TCGA	Breast
TCGA-BH-A5J0-01	TCGA-BH-A5J0-01	8.824	Primary Tumor	TCGA	Breast
TCGA-D8-A1JH-01	TCGA-D8-A1JH-01	8.824	Primary Tumor	TCGA	Breast
TCGA-BH-A1FB-11	TCGA-BH-A1FB-11	8.823	Solid Tissue Normal	TCGA	Breast
TCGA-C8-A12Q-01	TCGA-C8-A12Q-01	8.823	Primary Tumor	TCGA	Breast
TCGA-A7-A13H-01	TCGA-A7-A13H-01	8.821	Primary Tumor	TCGA	Breast
TCGA-E2-A1LI-01	TCGA-E2-A1LI-01	8.821	Primary Tumor	TCGA	Breast
TCGA-A8-A06P-01	TCGA-A8-A06P-01	8.82	Primary Tumor	TCGA	Breast
TCGA-BH-A1EW-11	TCGA-BH-A1EW-11	8.818	Solid Tissue Normal	TCGA	Breast
GTEX-1211K-1926-SM-5EQLB	GTEX-1211K-1926-SM-5EQLB	8.814	Normal Tissue	GTEX	Breast
TCGA-B6-A400-01	TCGA-B6-A400-01	8.808	Primary Tumor	TCGA	Breast
TCGA-C8-A12K-01	TCGA-C8-A12K-01	8.808	Primary Tumor	TCGA	Breast
TCGA-A7-A26H-01	TCGA-A7-A26H-01	8.806	Primary Tumor	TCGA	Breast
TCGA-LL-A442-01	TCGA-LL-A442-01	8.802	Primary Tumor	TCGA	Breast
TCGA-A1-A0SN-01	TCGA-A1-A0SN-01	8.8	Primary Tumor	TCGA	Breast
TCGA-D8-A1JU-01	TCGA-D8-A1JU-01	8.8	Primary Tumor	TCGA	Breast
TCGA-BH-A0DZ-11	TCGA-BH-A0DZ-11	8.799	Solid Tissue Normal	TCGA	Breast
TCGA-E9-A1RH-01	TCGA-E9-A1RH-01	8.796	Primary Tumor	TCGA	Breast
TCGA-AR-A0TP-01	TCGA-AR-A0TP-01	8.794	Primary Tumor	TCGA	Breast
TCGA-BH-A0B7-11	TCGA-BH-A0B7-11	8.792	Solid Tissue Normal	TCGA	Breast
TCGA-A2-A0EO-01	TCGA-A2-A0EO-01	8.791	Primary Tumor	TCGA	Breast
TCGA-B6-A0RQ-01	TCGA-B6-A0RQ-01	8.787	Primary Tumor	TCGA	Breast
TCGA-BH-A2L8-01	TCGA-BH-A2L8-01	8.786	Primary Tumor	TCGA	Breast
TCGA-A2-A1FZ-01	TCGA-A2-A1FZ-01	8.784	Primary Tumor	TCGA	Breast
TCGA-BH-A1FN-01	TCGA-BH-A1FN-01	8.783	Primary Tumor	TCGA	Breast
TCGA-E9-A1RF-01	TCGA-E9-A1RF-01	8.782	Primary Tumor	TCGA	Breast
TCGA-BH-A42T-01	TCGA-BH-A42T-01	8.781	Primary Tumor	TCGA	Breast
GTEX-ZTX8-1226-SM-4YCE9	GTEX-ZTX8-1226-SM-4YCE9	8.779	Normal Tissue	GTEX	Breast
TCGA-AQ-A04J-01	TCGA-AQ-A04J-01	8.775	Primary Tumor	TCGA	Breast
TCGA-AR-A0TT-01	TCGA-AR-A0TT-01	8.773	Primary Tumor	TCGA	Breast
GTEX-Y5LM-1726-SM-4VDSX	GTEX-Y5LM-1726-SM-4VDSX	8.772	Normal Tissue	GTEX	Breast
TCGA-D8-A142-01	TCGA-D8-A142-01	8.772	Primary Tumor	TCGA	Breast
TCGA-BH-A1FE-11	TCGA-BH-A1FE-11	8.767	Solid Tissue Normal	TCGA	Breast
TCGA-A2-A0EN-01	TCGA-A2-A0EN-01	8.764	Primary Tumor	TCGA	Breast
TCGA-D8-A1Y1-01	TCGA-D8-A1Y1-01	8.762	Primary Tumor	TCGA	Breast
TCGA-BH-A0BR-01	TCGA-BH-A0BR-01	8.76	Primary Tumor	TCGA	Breast
TCGA-BH-A0EB-01	TCGA-BH-A0EB-01	8.759	Primary Tumor	TCGA	Breast
TCGA-AC-A3HN-01	TCGA-AC-A3HN-01	8.757	Primary Tumor	TCGA	Breast
TCGA-BH-A1F2-11	TCGA-BH-A1F2-11	8.753	Solid Tissue Normal	TCGA	Breast
TCGA-AN-A0AT-01	TCGA-AN-A0AT-01	8.746	Primary Tumor	TCGA	Breast
TCGA-D8-A1JD-01	TCGA-D8-A1JD-01	8.746	Primary Tumor	TCGA	Breast
TCGA-5L-AAT0-01	TCGA-5L-AAT0-01	8.745	Primary Tumor	TCGA	Breast
TCGA-BH-A0AU-11	TCGA-BH-A0AU-11	8.743	Solid Tissue Normal	TCGA	Breast
TCGA-E2-A14X-01	TCGA-E2-A14X-01	8.743	Primary Tumor	TCGA	Breast
TCGA-E2-A1B1-01	TCGA-E2-A1B1-01	8.742	Primary Tumor	TCGA	Breast
TCGA-BH-A0AZ-01	TCGA-BH-A0AZ-01	8.741	Primary Tumor	TCGA	Breast
TCGA-B6-A0IJ-01	TCGA-B6-A0IJ-01	8.74	Primary Tumor	TCGA	Breast
TCGA-BH-A0DT-11	TCGA-BH-A0DT-11	8.739	Solid Tissue Normal	TCGA	Breast
TCGA-AR-A251-01	TCGA-AR-A251-01	8.739	Primary Tumor	TCGA	Breast
TCGA-BH-A0BC-11	TCGA-BH-A0BC-11	8.737	Solid Tissue Normal	TCGA	Breast
TCGA-A2-A3XY-01	TCGA-A2-A3XY-01	8.735	Primary Tumor	TCGA	Breast
GTEX-Y5V6-2126-SM-4WWFX	GTEX-Y5V6-2126-SM-4WWFX	8.733	Normal Tissue	GTEX	Breast
TCGA-E9-A243-01	TCGA-E9-A243-01	8.733	Primary Tumor	TCGA	Breast
TCGA-E9-A1N4-01	TCGA-E9-A1N4-01	8.725	Primary Tumor	TCGA	Breast
GTEX-R55D-0826-SM-48FEA	GTEX-R55D-0826-SM-48FEA	8.722	Normal Tissue	GTEX	Breast
TCGA-BH-A0H7-11	TCGA-BH-A0H7-11	8.722	Solid Tissue Normal	TCGA	Breast
GTEX-S4UY-0726-SM-4AD6X	GTEX-S4UY-0726-SM-4AD6X	8.721	Normal Tissue	GTEX	Breast
TCGA-BH-A1FD-11	TCGA-BH-A1FD-11	8.721	Solid Tissue Normal	TCGA	Breast
GTEX-ZQG8-0726-SM-5P9H9	GTEX-ZQG8-0726-SM-5P9H9	8.718	Normal Tissue	GTEX	Breast
TCGA-E9-A1NH-01	TCGA-E9-A1NH-01	8.718	Primary Tumor	TCGA	Breast
TCGA-EW-A1IW-01	TCGA-EW-A1IW-01	8.718	Primary Tumor	TCGA	Breast
TCGA-AR-A255-01	TCGA-AR-A255-01	8.71	Primary Tumor	TCGA	Breast
TCGA-BH-A1EU-01	TCGA-BH-A1EU-01	8.71	Primary Tumor	TCGA	Breast
GTEX-ZVE2-1226-SM-5NQ8R	GTEX-ZVE2-1226-SM-5NQ8R	8.708	Normal Tissue	GTEX	Breast
TCGA-A2-A0CV-01	TCGA-A2-A0CV-01	8.706	Primary Tumor	TCGA	Breast
TCGA-A2-A0D1-01	TCGA-A2-A0D1-01	8.705	Primary Tumor	TCGA	Breast
TCGA-BH-A202-01	TCGA-BH-A202-01	8.705	Primary Tumor	TCGA	Breast
TCGA-D8-A1XT-01	TCGA-D8-A1XT-01	8.704	Primary Tumor	TCGA	Breast
TCGA-D8-A141-01	TCGA-D8-A141-01	8.703	Primary Tumor	TCGA	Breast
TCGA-E2-A1LB-11	TCGA-E2-A1LB-11	8.701	Solid Tissue Normal	TCGA	Breast
TCGA-AR-A2LQ-01	TCGA-AR-A2LQ-01	8.701	Primary Tumor	TCGA	Breast
GTEX-T6MO-0326-SM-32QOK	GTEX-T6MO-0326-SM-32QOK	8.7	Normal Tissue	GTEX	Breast
TCGA-C8-A132-01	TCGA-C8-A132-01	8.694	Primary Tumor	TCGA	Breast
TCGA-BH-A0E9-01	TCGA-BH-A0E9-01	8.693	Primary Tumor	TCGA	Breast
GTEX-13QIC-2326-SM-5LU5N	GTEX-13QIC-2326-SM-5LU5N	8.692	Normal Tissue	GTEX	Breast
TCGA-GM-A4E0-01	TCGA-GM-A4E0-01	8.691	Primary Tumor	TCGA	Breast
TCGA-D8-A1XK-01	TCGA-D8-A1XK-01	8.686	Primary Tumor	TCGA	Breast
GTEX-ZVTK-0326-SM-51MRR	GTEX-ZVTK-0326-SM-51MRR	8.685	Normal Tissue	GTEX	Breast
TCGA-A7-A0DC-11	TCGA-A7-A0DC-11	8.679	Solid Tissue Normal	TCGA	Breast
TCGA-AN-A04A-01	TCGA-AN-A04A-01	8.679	Primary Tumor	TCGA	Breast
TCGA-BH-A28O-01	TCGA-BH-A28O-01	8.678	Primary Tumor	TCGA	Breast
TCGA-BH-A42V-01	TCGA-BH-A42V-01	8.676	Primary Tumor	TCGA	Breast
TCGA-A1-A0SM-01	TCGA-A1-A0SM-01	8.674	Primary Tumor	TCGA	Breast
TCGA-C8-A12O-01	TCGA-C8-A12O-01	8.674	Primary Tumor	TCGA	Breast
TCGA-E9-A1NG-11	TCGA-E9-A1NG-11	8.672	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A0C3-01	TCGA-BH-A0C3-01	8.672	Primary Tumor	TCGA	Breast
TCGA-E9-A1RI-01	TCGA-E9-A1RI-01	8.672	Primary Tumor	TCGA	Breast
TCGA-LD-A66U-01	TCGA-LD-A66U-01	8.67	Primary Tumor	TCGA	Breast
