sample	samples	DFNA5	_sample_type	_study	_primary_site
TCGA-S3-AA15-01	TCGA-S3-AA15-01	8.67	Primary Tumor	TCGA	Breast
TCGA-EW-A1J5-01	TCGA-EW-A1J5-01	8.669	Primary Tumor	TCGA	Breast
GTEX-117YX-1426-SM-5H12H	GTEX-117YX-1426-SM-5H12H	8.668	Normal Tissue	GTEX	Breast
TCGA-BH-A0DQ-01	TCGA-BH-A0DQ-01	8.668	Primary Tumor	TCGA	Breast
TCGA-E9-A229-01	TCGA-E9-A229-01	8.667	Primary Tumor	TCGA	Breast
TCGA-AN-A0FS-01	TCGA-AN-A0FS-01	8.664	Primary Tumor	TCGA	Breast
TCGA-AR-A1AR-01	TCGA-AR-A1AR-01	8.663	Primary Tumor	TCGA	Breast
TCGA-B6-A0IH-01	TCGA-B6-A0IH-01	8.663	Primary Tumor	TCGA	Breast
TCGA-A2-A04T-01	TCGA-A2-A04T-01	8.661	Primary Tumor	TCGA	Breast
TCGA-D8-A27G-01	TCGA-D8-A27G-01	8.656	Primary Tumor	TCGA	Breast
TCGA-AC-A3W5-01	TCGA-AC-A3W5-01	8.654	Primary Tumor	TCGA	Breast
TCGA-E2-A15F-01	TCGA-E2-A15F-01	8.654	Primary Tumor	TCGA	Breast
TCGA-E2-A574-01	TCGA-E2-A574-01	8.654	Primary Tumor	TCGA	Breast
TCGA-BH-A0B3-11	TCGA-BH-A0B3-11	8.653	Solid Tissue Normal	TCGA	Breast
GTEX-ZDYS-1126-SM-5K7UB	GTEX-ZDYS-1126-SM-5K7UB	8.651	Normal Tissue	GTEX	Breast
TCGA-BH-A0DS-01	TCGA-BH-A0DS-01	8.648	Primary Tumor	TCGA	Breast
TCGA-AR-A1AN-01	TCGA-AR-A1AN-01	8.646	Primary Tumor	TCGA	Breast
TCGA-AR-A2LL-01	TCGA-AR-A2LL-01	8.646	Primary Tumor	TCGA	Breast
TCGA-E9-A1R4-01	TCGA-E9-A1R4-01	8.646	Primary Tumor	TCGA	Breast
TCGA-BH-A1FC-11	TCGA-BH-A1FC-11	8.644	Solid Tissue Normal	TCGA	Breast
TCGA-B6-A0IN-01	TCGA-B6-A0IN-01	8.643	Primary Tumor	TCGA	Breast
GTEX-13OW8-0226-SM-5K7UP	GTEX-13OW8-0226-SM-5K7UP	8.641	Normal Tissue	GTEX	Breast
TCGA-LL-A6FR-01	TCGA-LL-A6FR-01	8.639	Primary Tumor	TCGA	Breast
TCGA-BH-A0BC-01	TCGA-BH-A0BC-01	8.635	Primary Tumor	TCGA	Breast
GTEX-11P7K-0726-SM-5EGKX	GTEX-11P7K-0726-SM-5EGKX	8.63	Normal Tissue	GTEX	Breast
TCGA-C8-A134-01	TCGA-C8-A134-01	8.627	Primary Tumor	TCGA	Breast
TCGA-EW-A1IY-01	TCGA-EW-A1IY-01	8.627	Primary Tumor	TCGA	Breast
TCGA-D8-A146-01	TCGA-D8-A146-01	8.625	Primary Tumor	TCGA	Breast
TCGA-LL-A740-01	TCGA-LL-A740-01	8.621	Primary Tumor	TCGA	Breast
TCGA-BH-A1FM-01	TCGA-BH-A1FM-01	8.619	Primary Tumor	TCGA	Breast
TCGA-AR-A24V-01	TCGA-AR-A24V-01	8.618	Primary Tumor	TCGA	Breast
TCGA-BH-A18J-11	TCGA-BH-A18J-11	8.614	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A42U-01	TCGA-BH-A42U-01	8.613	Primary Tumor	TCGA	Breast
TCGA-BH-A0HA-11	TCGA-BH-A0HA-11	8.612	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A0BF-01	TCGA-BH-A0BF-01	8.609	Primary Tumor	TCGA	Breast
GTEX-131XW-0726-SM-5EGK3	GTEX-131XW-0726-SM-5EGK3	8.606	Normal Tissue	GTEX	Breast
TCGA-AC-A3YI-01	TCGA-AC-A3YI-01	8.606	Primary Tumor	TCGA	Breast
TCGA-AR-A1AH-01	TCGA-AR-A1AH-01	8.605	Primary Tumor	TCGA	Breast
TCGA-E2-A1IG-11	TCGA-E2-A1IG-11	8.603	Solid Tissue Normal	TCGA	Breast
TCGA-E9-A5FL-01	TCGA-E9-A5FL-01	8.603	Primary Tumor	TCGA	Breast
GTEX-ZV6S-1826-SM-5NQ8D	GTEX-ZV6S-1826-SM-5NQ8D	8.601	Normal Tissue	GTEX	Breast
TCGA-GM-A2DF-01	TCGA-GM-A2DF-01	8.599	Primary Tumor	TCGA	Breast
GTEX-XUW1-2326-SM-4BOO5	GTEX-XUW1-2326-SM-4BOO5	8.598	Normal Tissue	GTEX	Breast
TCGA-A2-A4RY-01	TCGA-A2-A4RY-01	8.598	Primary Tumor	TCGA	Breast
TCGA-A8-A08I-01	TCGA-A8-A08I-01	8.597	Primary Tumor	TCGA	Breast
TCGA-BH-A1FB-01	TCGA-BH-A1FB-01	8.594	Primary Tumor	TCGA	Breast
TCGA-A2-A0YD-01	TCGA-A2-A0YD-01	8.59	Primary Tumor	TCGA	Breast
TCGA-BH-A0B5-11	TCGA-BH-A0B5-11	8.588	Solid Tissue Normal	TCGA	Breast
TCGA-A8-A07F-01	TCGA-A8-A07F-01	8.588	Primary Tumor	TCGA	Breast
TCGA-E2-A15M-01	TCGA-E2-A15M-01	8.585	Primary Tumor	TCGA	Breast
TCGA-BH-A0W7-01	TCGA-BH-A0W7-01	8.583	Primary Tumor	TCGA	Breast
TCGA-E9-A1ND-01	TCGA-E9-A1ND-01	8.58	Primary Tumor	TCGA	Breast
TCGA-A2-A0CZ-01	TCGA-A2-A0CZ-01	8.578	Primary Tumor	TCGA	Breast
TCGA-E2-A14S-01	TCGA-E2-A14S-01	8.578	Primary Tumor	TCGA	Breast
TCGA-E2-A1IG-01	TCGA-E2-A1IG-01	8.578	Primary Tumor	TCGA	Breast
TCGA-D8-A13Y-01	TCGA-D8-A13Y-01	8.577	Primary Tumor	TCGA	Breast
TCGA-OL-A66P-01	TCGA-OL-A66P-01	8.577	Primary Tumor	TCGA	Breast
TCGA-BH-A0DP-01	TCGA-BH-A0DP-01	8.573	Primary Tumor	TCGA	Breast
TCGA-BH-A0H3-01	TCGA-BH-A0H3-01	8.571	Primary Tumor	TCGA	Breast
TCGA-PL-A8LY-01	TCGA-PL-A8LY-01	8.567	Primary Tumor	TCGA	Breast
TCGA-D8-A143-01	TCGA-D8-A143-01	8.566	Primary Tumor	TCGA	Breast
TCGA-B6-A0RS-01	TCGA-B6-A0RS-01	8.562	Primary Tumor	TCGA	Breast
TCGA-BH-A0BS-11	TCGA-BH-A0BS-11	8.561	Solid Tissue Normal	TCGA	Breast
TCGA-C8-A8HQ-01	TCGA-C8-A8HQ-01	8.559	Primary Tumor	TCGA	Breast
TCGA-D8-A1JL-01	TCGA-D8-A1JL-01	8.558	Primary Tumor	TCGA	Breast
TCGA-BH-A0B8-11	TCGA-BH-A0B8-11	8.555	Solid Tissue Normal	TCGA	Breast
TCGA-AR-A24O-01	TCGA-AR-A24O-01	8.553	Primary Tumor	TCGA	Breast
TCGA-A8-A086-01	TCGA-A8-A086-01	8.546	Primary Tumor	TCGA	Breast
TCGA-D8-A4Z1-01	TCGA-D8-A4Z1-01	8.545	Primary Tumor	TCGA	Breast
TCGA-A7-A13G-01	TCGA-A7-A13G-01	8.542	Primary Tumor	TCGA	Breast
TCGA-A8-A06R-01	TCGA-A8-A06R-01	8.542	Primary Tumor	TCGA	Breast
TCGA-A8-A090-01	TCGA-A8-A090-01	8.541	Primary Tumor	TCGA	Breast
TCGA-LL-A5YO-01	TCGA-LL-A5YO-01	8.54	Primary Tumor	TCGA	Breast
TCGA-A8-A0A7-01	TCGA-A8-A0A7-01	8.539	Primary Tumor	TCGA	Breast
GTEX-ZV7C-1826-SM-5NQ83	GTEX-ZV7C-1826-SM-5NQ83	8.531	Normal Tissue	GTEX	Breast
TCGA-E2-A159-01	TCGA-E2-A159-01	8.531	Primary Tumor	TCGA	Breast
TCGA-AC-A2B8-01	TCGA-AC-A2B8-01	8.53	Primary Tumor	TCGA	Breast
TCGA-A2-A0SW-01	TCGA-A2-A0SW-01	8.529	Primary Tumor	TCGA	Breast
TCGA-A2-A0YJ-01	TCGA-A2-A0YJ-01	8.523	Primary Tumor	TCGA	Breast
TCGA-A7-A3J1-01	TCGA-A7-A3J1-01	8.523	Primary Tumor	TCGA	Breast
TCGA-BH-A0HO-01	TCGA-BH-A0HO-01	8.522	Primary Tumor	TCGA	Breast
TCGA-BH-A1F6-01	TCGA-BH-A1F6-01	8.522	Primary Tumor	TCGA	Breast
TCGA-AR-A2LK-01	TCGA-AR-A2LK-01	8.521	Primary Tumor	TCGA	Breast
TCGA-E2-A153-01	TCGA-E2-A153-01	8.519	Primary Tumor	TCGA	Breast
TCGA-E9-A6HE-01	TCGA-E9-A6HE-01	8.516	Primary Tumor	TCGA	Breast
TCGA-B6-A0WY-01	TCGA-B6-A0WY-01	8.515	Primary Tumor	TCGA	Breast
TCGA-A8-A075-01	TCGA-A8-A075-01	8.513	Primary Tumor	TCGA	Breast
TCGA-D8-A1JE-01	TCGA-D8-A1JE-01	8.512	Primary Tumor	TCGA	Breast
TCGA-EW-A3U0-01	TCGA-EW-A3U0-01	8.51	Primary Tumor	TCGA	Breast
TCGA-A2-A1G1-01	TCGA-A2-A1G1-01	8.508	Primary Tumor	TCGA	Breast
TCGA-A1-A0SH-01	TCGA-A1-A0SH-01	8.506	Primary Tumor	TCGA	Breast
TCGA-AO-A0J5-01	TCGA-AO-A0J5-01	8.504	Primary Tumor	TCGA	Breast
GTEX-13S86-1226-SM-5S2OA	GTEX-13S86-1226-SM-5S2OA	8.502	Normal Tissue	GTEX	Breast
TCGA-AC-A6IX-01	TCGA-AC-A6IX-01	8.502	Primary Tumor	TCGA	Breast
TCGA-BH-A18P-11	TCGA-BH-A18P-11	8.501	Solid Tissue Normal	TCGA	Breast
TCGA-C8-A8HP-01	TCGA-C8-A8HP-01	8.5	Primary Tumor	TCGA	Breast
TCGA-A2-A0SY-01	TCGA-A2-A0SY-01	8.499	Primary Tumor	TCGA	Breast
TCGA-A8-A09Q-01	TCGA-A8-A09Q-01	8.499	Primary Tumor	TCGA	Breast
TCGA-A7-A26G-01	TCGA-A7-A26G-01	8.498	Primary Tumor	TCGA	Breast
TCGA-D8-A1X5-01	TCGA-D8-A1X5-01	8.498	Primary Tumor	TCGA	Breast
TCGA-BH-A0H9-11	TCGA-BH-A0H9-11	8.495	Solid Tissue Normal	TCGA	Breast
TCGA-AR-A5QM-01	TCGA-AR-A5QM-01	8.486	Primary Tumor	TCGA	Breast
GTEX-111YS-1926-SM-5GICC	GTEX-111YS-1926-SM-5GICC	8.481	Normal Tissue	GTEX	Breast
TCGA-B6-A0RI-01	TCGA-B6-A0RI-01	8.481	Primary Tumor	TCGA	Breast
TCGA-BH-A0B5-01	TCGA-BH-A0B5-01	8.481	Primary Tumor	TCGA	Breast
TCGA-D8-A1X9-01	TCGA-D8-A1X9-01	8.481	Primary Tumor	TCGA	Breast
TCGA-BH-A0H7-01	TCGA-BH-A0H7-01	8.48	Primary Tumor	TCGA	Breast
TCGA-E9-A1N9-11	TCGA-E9-A1N9-11	8.478	Solid Tissue Normal	TCGA	Breast
TCGA-A8-A09X-01	TCGA-A8-A09X-01	8.478	Primary Tumor	TCGA	Breast
TCGA-AR-A1AP-01	TCGA-AR-A1AP-01	8.476	Primary Tumor	TCGA	Breast
TCGA-BH-A0HF-01	TCGA-BH-A0HF-01	8.476	Primary Tumor	TCGA	Breast
TCGA-D8-A1XG-01	TCGA-D8-A1XG-01	8.474	Primary Tumor	TCGA	Breast
TCGA-GM-A2DK-01	TCGA-GM-A2DK-01	8.473	Primary Tumor	TCGA	Breast
TCGA-A2-A04U-01	TCGA-A2-A04U-01	8.469	Primary Tumor	TCGA	Breast
TCGA-AO-A12E-01	TCGA-AO-A12E-01	8.459	Primary Tumor	TCGA	Breast
TCGA-A8-A09R-01	TCGA-A8-A09R-01	8.457	Primary Tumor	TCGA	Breast
TCGA-BH-A201-01	TCGA-BH-A201-01	8.457	Primary Tumor	TCGA	Breast
TCGA-C8-A12T-01	TCGA-C8-A12T-01	8.457	Primary Tumor	TCGA	Breast
TCGA-BH-A0B2-01	TCGA-BH-A0B2-01	8.454	Primary Tumor	TCGA	Breast
TCGA-E2-A15L-01	TCGA-E2-A15L-01	8.446	Primary Tumor	TCGA	Breast
TCGA-A8-A07G-01	TCGA-A8-A07G-01	8.441	Primary Tumor	TCGA	Breast
TCGA-AO-A0JA-01	TCGA-AO-A0JA-01	8.441	Primary Tumor	TCGA	Breast
TCGA-BH-A1EY-01	TCGA-BH-A1EY-01	8.441	Primary Tumor	TCGA	Breast
TCGA-E2-A1B0-01	TCGA-E2-A1B0-01	8.44	Primary Tumor	TCGA	Breast
GTEX-YB5E-1726-SM-5IFJ3	GTEX-YB5E-1726-SM-5IFJ3	8.439	Normal Tissue	GTEX	Breast
TCGA-C8-A1HI-01	TCGA-C8-A1HI-01	8.437	Primary Tumor	TCGA	Breast
TCGA-E9-A22A-01	TCGA-E9-A22A-01	8.436	Primary Tumor	TCGA	Breast
GTEX-R55F-1726-SM-2TF4R	GTEX-R55F-1726-SM-2TF4R	8.435	Normal Tissue	GTEX	Breast
GTEX-XMK1-1126-SM-4IHJ8	GTEX-XMK1-1126-SM-4IHJ8	8.435	Normal Tissue	GTEX	Breast
TCGA-E9-A1QZ-01	TCGA-E9-A1QZ-01	8.434	Primary Tumor	TCGA	Breast
TCGA-AC-A5EH-01	TCGA-AC-A5EH-01	8.432	Primary Tumor	TCGA	Breast
TCGA-E2-A14U-01	TCGA-E2-A14U-01	8.43	Primary Tumor	TCGA	Breast
TCGA-GM-A2DD-01	TCGA-GM-A2DD-01	8.429	Primary Tumor	TCGA	Breast
TCGA-BH-A1EV-01	TCGA-BH-A1EV-01	8.427	Primary Tumor	TCGA	Breast
TCGA-A7-A0DA-01	TCGA-A7-A0DA-01	8.426	Primary Tumor	TCGA	Breast
TCGA-D8-A1J9-01	TCGA-D8-A1J9-01	8.426	Primary Tumor	TCGA	Breast
TCGA-AR-A2LM-01	TCGA-AR-A2LM-01	8.425	Primary Tumor	TCGA	Breast
TCGA-BH-A0B7-01	TCGA-BH-A0B7-01	8.425	Primary Tumor	TCGA	Breast
TCGA-AR-A0TS-01	TCGA-AR-A0TS-01	8.424	Primary Tumor	TCGA	Breast
TCGA-AO-A0JF-01	TCGA-AO-A0JF-01	8.422	Primary Tumor	TCGA	Breast
GTEX-14ABY-2126-SM-5QGQZ	GTEX-14ABY-2126-SM-5QGQZ	8.42	Normal Tissue	GTEX	Breast
TCGA-E9-A228-01	TCGA-E9-A228-01	8.42	Primary Tumor	TCGA	Breast
TCGA-AC-A3EH-01	TCGA-AC-A3EH-01	8.419	Primary Tumor	TCGA	Breast
TCGA-D8-A1JP-01	TCGA-D8-A1JP-01	8.418	Primary Tumor	TCGA	Breast
TCGA-A2-A0ST-01	TCGA-A2-A0ST-01	8.417	Primary Tumor	TCGA	Breast
TCGA-AR-A1AW-01	TCGA-AR-A1AW-01	8.417	Primary Tumor	TCGA	Breast
TCGA-GI-A2C8-11	TCGA-GI-A2C8-11	8.416	Solid Tissue Normal	TCGA	Breast
TCGA-AR-A1AL-01	TCGA-AR-A1AL-01	8.416	Primary Tumor	TCGA	Breast
TCGA-AR-A24U-01	TCGA-AR-A24U-01	8.413	Primary Tumor	TCGA	Breast
TCGA-LL-A5YP-01	TCGA-LL-A5YP-01	8.413	Primary Tumor	TCGA	Breast
TCGA-C8-A278-01	TCGA-C8-A278-01	8.412	Primary Tumor	TCGA	Breast
TCGA-D8-A27R-01	TCGA-D8-A27R-01	8.412	Primary Tumor	TCGA	Breast
GTEX-13NZB-2126-SM-5MR4Y	GTEX-13NZB-2126-SM-5MR4Y	8.41	Normal Tissue	GTEX	Breast
TCGA-AC-A8OS-01	TCGA-AC-A8OS-01	8.409	Primary Tumor	TCGA	Breast
TCGA-D8-A1XS-01	TCGA-D8-A1XS-01	8.409	Primary Tumor	TCGA	Breast
TCGA-D8-A13Z-01	TCGA-D8-A13Z-01	8.408	Primary Tumor	TCGA	Breast
TCGA-A2-A0T1-01	TCGA-A2-A0T1-01	8.407	Primary Tumor	TCGA	Breast
TCGA-B6-A0X1-01	TCGA-B6-A0X1-01	8.405	Primary Tumor	TCGA	Breast
TCGA-AQ-A04L-01	TCGA-AQ-A04L-01	8.404	Primary Tumor	TCGA	Breast
TCGA-E2-A3DX-01	TCGA-E2-A3DX-01	8.401	Primary Tumor	TCGA	Breast
TCGA-E2-A14Y-01	TCGA-E2-A14Y-01	8.4	Primary Tumor	TCGA	Breast
TCGA-EW-A1P8-01	TCGA-EW-A1P8-01	8.4	Primary Tumor	TCGA	Breast
TCGA-BH-A0C3-11	TCGA-BH-A0C3-11	8.399	Solid Tissue Normal	TCGA	Breast
TCGA-AR-A24L-01	TCGA-AR-A24L-01	8.397	Primary Tumor	TCGA	Breast
TCGA-GM-A2DM-01	TCGA-GM-A2DM-01	8.396	Primary Tumor	TCGA	Breast
TCGA-A7-A0CG-01	TCGA-A7-A0CG-01	8.395	Primary Tumor	TCGA	Breast
TCGA-A8-A09A-01	TCGA-A8-A09A-01	8.395	Primary Tumor	TCGA	Breast
TCGA-AR-A2LN-01	TCGA-AR-A2LN-01	8.395	Primary Tumor	TCGA	Breast
TCGA-E2-A1LA-01	TCGA-E2-A1LA-01	8.394	Primary Tumor	TCGA	Breast
TCGA-A8-A0A9-01	TCGA-A8-A0A9-01	8.393	Primary Tumor	TCGA	Breast
TCGA-AR-A1AK-01	TCGA-AR-A1AK-01	8.392	Primary Tumor	TCGA	Breast
TCGA-E2-A1IN-01	TCGA-E2-A1IN-01	8.391	Primary Tumor	TCGA	Breast
GTEX-117XS-1926-SM-5GICO	GTEX-117XS-1926-SM-5GICO	8.39	Normal Tissue	GTEX	Breast
TCGA-A2-A0YH-01	TCGA-A2-A0YH-01	8.39	Primary Tumor	TCGA	Breast
GTEX-XQ8I-2426-SM-4WAXY	GTEX-XQ8I-2426-SM-4WAXY	8.386	Normal Tissue	GTEX	Breast
GTEX-XQ3S-1326-SM-4BOPQ	GTEX-XQ3S-1326-SM-4BOPQ	8.385	Normal Tissue	GTEX	Breast
TCGA-AC-A3W6-01	TCGA-AC-A3W6-01	8.38	Primary Tumor	TCGA	Breast
TCGA-B6-A0WX-01	TCGA-B6-A0WX-01	8.377	Primary Tumor	TCGA	Breast
GTEX-QEG5-0726-SM-4R1JQ	GTEX-QEG5-0726-SM-4R1JQ	8.375	Normal Tissue	GTEX	Breast
TCGA-BH-A0E0-11	TCGA-BH-A0E0-11	8.375	Solid Tissue Normal	TCGA	Breast
TCGA-A2-A0EV-01	TCGA-A2-A0EV-01	8.371	Primary Tumor	TCGA	Breast
TCGA-A2-A0T6-01	TCGA-A2-A0T6-01	8.368	Primary Tumor	TCGA	Breast
TCGA-A8-A08R-01	TCGA-A8-A08R-01	8.366	Primary Tumor	TCGA	Breast
TCGA-E2-A1IJ-01	TCGA-E2-A1IJ-01	8.366	Primary Tumor	TCGA	Breast
TCGA-E9-A1NI-01	TCGA-E9-A1NI-01	8.364	Primary Tumor	TCGA	Breast
TCGA-S3-A6ZG-01	TCGA-S3-A6ZG-01	8.361	Primary Tumor	TCGA	Breast
TCGA-BH-A0C0-11	TCGA-BH-A0C0-11	8.359	Solid Tissue Normal	TCGA	Breast
TCGA-AR-A24M-01	TCGA-AR-A24M-01	8.358	Primary Tumor	TCGA	Breast
TCGA-A8-A08J-01	TCGA-A8-A08J-01	8.354	Primary Tumor	TCGA	Breast
TCGA-AR-A1AQ-01	TCGA-AR-A1AQ-01	8.354	Primary Tumor	TCGA	Breast
TCGA-AC-A2FE-01	TCGA-AC-A2FE-01	8.353	Primary Tumor	TCGA	Breast
TCGA-AO-A12C-01	TCGA-AO-A12C-01	8.35	Primary Tumor	TCGA	Breast
GTEX-SIU7-1626-SM-4BRUK	GTEX-SIU7-1626-SM-4BRUK	8.349	Normal Tissue	GTEX	Breast
TCGA-D8-A1J8-01	TCGA-D8-A1J8-01	8.349	Primary Tumor	TCGA	Breast
TCGA-A7-A4SA-01	TCGA-A7-A4SA-01	8.347	Primary Tumor	TCGA	Breast
TCGA-A8-A08G-01	TCGA-A8-A08G-01	8.346	Primary Tumor	TCGA	Breast
TCGA-BH-A18K-01	TCGA-BH-A18K-01	8.345	Primary Tumor	TCGA	Breast
TCGA-E9-A227-01	TCGA-E9-A227-01	8.344	Primary Tumor	TCGA	Breast
TCGA-EW-A1PE-01	TCGA-EW-A1PE-01	8.344	Primary Tumor	TCGA	Breast
TCGA-AR-A2LO-01	TCGA-AR-A2LO-01	8.342	Primary Tumor	TCGA	Breast
TCGA-D8-A73X-01	TCGA-D8-A73X-01	8.341	Primary Tumor	TCGA	Breast
TCGA-E2-A15E-01	TCGA-E2-A15E-01	8.341	Primary Tumor	TCGA	Breast
TCGA-A7-A425-01	TCGA-A7-A425-01	8.34	Primary Tumor	TCGA	Breast
TCGA-C8-A138-01	TCGA-C8-A138-01	8.338	Primary Tumor	TCGA	Breast
TCGA-D8-A1XQ-01	TCGA-D8-A1XQ-01	8.338	Primary Tumor	TCGA	Breast
TCGA-S3-AA10-01	TCGA-S3-AA10-01	8.335	Primary Tumor	TCGA	Breast
GTEX-RU72-0626-SM-46MUI	GTEX-RU72-0626-SM-46MUI	8.333	Normal Tissue	GTEX	Breast
TCGA-B6-A0RT-01	TCGA-B6-A0RT-01	8.33	Primary Tumor	TCGA	Breast
GTEX-12WSM-1726-SM-5BC6J	GTEX-12WSM-1726-SM-5BC6J	8.329	Normal Tissue	GTEX	Breast
TCGA-A8-A091-01	TCGA-A8-A091-01	8.329	Primary Tumor	TCGA	Breast
TCGA-BH-A0BV-01	TCGA-BH-A0BV-01	8.329	Primary Tumor	TCGA	Breast
TCGA-BH-A0DE-01	TCGA-BH-A0DE-01	8.329	Primary Tumor	TCGA	Breast
TCGA-A2-A0T4-01	TCGA-A2-A0T4-01	8.326	Primary Tumor	TCGA	Breast
TCGA-A8-A08F-01	TCGA-A8-A08F-01	8.326	Primary Tumor	TCGA	Breast
GTEX-ZLFU-2126-SM-4WWEV	GTEX-ZLFU-2126-SM-4WWEV	8.325	Normal Tissue	GTEX	Breast
TCGA-AR-A24W-01	TCGA-AR-A24W-01	8.32	Primary Tumor	TCGA	Breast
GTEX-144GL-2026-SM-5LU3O	GTEX-144GL-2026-SM-5LU3O	8.317	Normal Tissue	GTEX	Breast
TCGA-A8-A08P-01	TCGA-A8-A08P-01	8.312	Primary Tumor	TCGA	Breast
TCGA-E2-A14T-01	TCGA-E2-A14T-01	8.31	Primary Tumor	TCGA	Breast
TCGA-GM-A3NW-01	TCGA-GM-A3NW-01	8.31	Primary Tumor	TCGA	Breast
TCGA-E9-A1RB-01	TCGA-E9-A1RB-01	8.309	Primary Tumor	TCGA	Breast
TCGA-EW-A1OW-01	TCGA-EW-A1OW-01	8.309	Primary Tumor	TCGA	Breast
GTEX-ZT9W-2026-SM-51MRA	GTEX-ZT9W-2026-SM-51MRA	8.308	Normal Tissue	GTEX	Breast
TCGA-A2-A0EW-01	TCGA-A2-A0EW-01	8.308	Primary Tumor	TCGA	Breast
TCGA-D8-A1XO-01	TCGA-D8-A1XO-01	8.305	Primary Tumor	TCGA	Breast
TCGA-E2-A1LE-01	TCGA-E2-A1LE-01	8.305	Primary Tumor	TCGA	Breast
GTEX-145MO-0826-SM-5NQBL	GTEX-145MO-0826-SM-5NQBL	8.304	Normal Tissue	GTEX	Breast
TCGA-BH-A0H5-11	TCGA-BH-A0H5-11	8.304	Solid Tissue Normal	TCGA	Breast
TCGA-LL-A9Q3-01	TCGA-LL-A9Q3-01	8.303	Primary Tumor	TCGA	Breast
TCGA-A2-A0YF-01	TCGA-A2-A0YF-01	8.302	Primary Tumor	TCGA	Breast
TCGA-BH-A0AU-01	TCGA-BH-A0AU-01	8.302	Primary Tumor	TCGA	Breast
GTEX-ZYT6-0126-SM-5E45J	GTEX-ZYT6-0126-SM-5E45J	8.299	Normal Tissue	GTEX	Breast
TCGA-A2-A4S0-01	TCGA-A2-A4S0-01	8.299	Primary Tumor	TCGA	Breast
